University,Province,City,Tri-Council,Example Department,Faculty,Department,Program,Website,Contact Emails,,Emailed to Obtain,Emailed to Confirm,Domestic Tuition,Ancillary Fees,Total Domestic Fees,OOP Tuition,OOP Waiver,International Tuition,Int Ancillary Fees,Total Int Fees,Int Waiver,Guaranteed Funding,Years Guaranteed,Gross Stipend,Net Stipend,Gross Stipend International,Net Stipend Int,Gross Stipend OOP,Net Stipend OOP,Hours TAing,Hours RAing,Date of collection,Academic Year of Stipend,Tuition Get / 2,Tuition Parse / 2,Stipend Get / 3,Stipend Complete / 3,Notes,Tuition Data,Stipend Data,MBM Threshold 2020,MBM Threshold 2024,Rental Costs,Rental costs per year,Notes on Thresholds ,Net domestic - MBM Threshold (2024) ,Net domestic - MBM Threshold - Rent/year,Net domestic - MBM Threshold - Rent/year w/ 3 roommates (split 4 ways),Total Expenses,Operating Grant,Endowment
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
York,ON,Toronto,NSERC,Biological Sciences - Ecology,Science,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,24864,29426.37,2479,29748,,-29426.37,-59174.37,-36863.37,1296,399,567
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2479,29748,,-29426.37,-59174.37,-36863.37,1296,399,567
,,,NSERC,Physics,Science,Physics and Astronomy,MSc,https://www.yorku.ca/science/physics/,phasgpd@yorku.ca,"their grad email is dead, this is for Prof. Johnson, grad program director",FALSE,TRUE,1435.51,297.12,1732.63,,,6275,1053.12,7328.12,,No,,,,,,,,,,45400,,,,,,Included the UHIP in the ancillary fees cost,https://sfs.yorku.ca/fees/courses/2024/summer/graduate-studies/masters,https://www.yorku.ca/gradstudies/physics-astronomy/wp-content/uploads/sites/383/2023/08/Graduate-Handbook-2023-2024.pdf,,,2479,29748,,-29426.37,-59174.37,-36863.37,1296,399,567
,,,,,,,PhD,,,,FALSE,TRUE,1435.51,717.75,2153.26,,,6000,1053.12,7053.12,,No,,,,,,,,,,45400,,,,,,,,https://www.yorku.ca/gradstudies/physics-astronomy/wp-content/uploads/sites/383/2023/08/Graduate-Handbook-2023-2024.pdf,,,2479,29748,,-29426.37,-59174.37,-36863.37,1296,399,567
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMU (Ryerson),ON,Toronto,NSERC,Biological Sciences - Ecology --> MASc/PhD in Environmental Applied Science and Management ,Science,Department of Chemistry and Biology,MSc,https://www.torontomu.ca/chemistry-biology/graduate-studies/program-overview/,stephanie.assenza@torontomu.ca,,TRUE,FALSE,7612.63,1363.99,8976.62,10470.14,,24260,2119.98,26379.98,No,No,0,15000,,,,,,0,0,45371,45405,0,0.5,0,0,"No stipend data found. Tuition data provided for whole program (expected time in program) rather than annual on main page. Had to calculate ancillary fees from total fees minus tuition by term. The input $9,000 is based on the ""3-5k per term"" estimate given to me by the department contact. ",https://www.torontomu.ca/current-students/tuition-fees/graduate/,N/A,24864,29426.37,2479,29748,Toronto,-29426.37,-59174.37,-36863.37,1036,262,155
,,,,,,,PhD,https://www.torontomu.ca/chemistry-biology/graduate-studies/program-overview/,stephanie.assenza@torontomu.ca,,TRUE,FALSE,7612.63,1363.99,8976.62,8644.71,,23240,2119.99,25359.99,No,No,0,15000,,,,,,0,0,45371,45405,0,0.5,0,0,"No stipend data found. Tuition data provided for whole program (expected time in program) rather than annual on main page. Had to calculate ancillary fees from total fees minus tuition by term. The input $9,000 is based on the ""3-5k per term"" estimate given to me by the department contact. ",https://www.torontomu.ca/current-students/tuition-fees/graduate/,NA,,,2479,29748,,-29426.37,-59174.37,-36863.37,1036,262,155
,,,NSERC,Physics ---> Only 'Biomedical Physics',Science,Department of Physics,MSc,https://www.torontomu.ca/physics/graduate-studies/fields-of-study/,biomed@torontomu.ca,,TRUE,FALSE,8153.12,1815.69,9968.81,9258.48,,24260,3075.69,27335.69,No,,,,,,,,,10,0,45371,45405,0,0.5,0,0,"No stipend data found. Tuition data provided for whole program (expected time in program) rather than annual on main page. Had to calculate ancillary fees from total fees minus tuition by term. Notes re: fees STUDENTS REGISTERING IN WINTER 2024 MUST ADD $451.70 (TMGSU WINTER HEALTH & DENTAL PLAN) TO TOTAL FEES"" and ""STUDENTS REGISTERING IN WINTER 2024 MUST ADD $504.00 (UNIVERSITY HEALTH INSURANCE PLAN) TO TOTAL FEES""; those values are added here",https://www.torontomu.ca/current-students/tuition-fees/graduate/,NA,,,2479,29748,,-29426.37,-59174.37,-36863.37,1036,262,155
,,,,,,,PhD,https://www.torontomu.ca/physics/graduate-studies/fields-of-study/,biomed@torontomu.ca,,TRUE,FALSE,7612.63,1815.69,9428.32,8233.06,,23240,2119.99,25359.99,No,,,,,,,,,10,0,45371,45405,0,0.5,0,0,"No stipend data found. Tuition data provided for whole program (expected time in program) rather than annual on main page. Had to calculate ancillary fees from total fees minus tuition by term. Notes re: fees STUDENTS REGISTERING IN WINTER 2024 MUST ADD $451.70 (TMGSU WINTER HEALTH & DENTAL PLAN) TO TOTAL FEES"" and ""STUDENTS REGISTERING IN WINTER 2024 MUST ADD $504.00 (UNIVERSITY HEALTH INSURANCE PLAN) TO TOTAL FEES""; those values are added here",https://www.torontomu.ca/current-students/tuition-fees/graduate/,NA,,,2479,29748,,-29426.37,-59174.37,-36863.37,1036,262,155
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterloo,ON,Waterloo,NSERC,Biological Sciences - Ecology,Science,Department of Biology ,MSc,https://uwaterloo.ca/biology/graduate-studies ,awettig@uwaterloo.ca,"April Wettig, Graduate Administrative Coordinator",FALSE,FALSE,6762,1777.61,8539.61,,,23088,2533.61,25621.61,Additional funding may be available to offset international tuition differential,Yes,2,26073,451,26073,451,,,10 hours/week for 2 terms if holding a GTA,,45363,45405,0,1,2,1,"Tuition information not linked from program page. Individual terms are given in several sub-pages listing all programs, very difficult to scroll through to figure out what a graduate student would pay in a year. ""Effective fall 2023, any student who is 
not international (Canadian citizen, permanent resident, or protected person) or who does not qualify as an Ontario resident will be considered a Domestic Out of Province student.åÊNote that this change will affect a subset of graduate programs and all undergraduate programs.""",https://uwaterloo.ca/finance/student-financial-services/tuition-fee-schedules,https://uwaterloo.ca/biology/sites/default/files/uploads/documents/bgs-handbook-2324-v2.pdf,22170,26238.04,2046,24552,"Waterloo ont, 113520 population, large population center",-25786.65,-50338.65,-31924.65,1226,437,492
,,,,,,,PhD,https://uwaterloo.ca/biology/graduate-studie ,awettig@uwaterloo.ca,"April Wettig, Graduate Administrative Coordinator",FALSE,FALSE,6762,1777.61,8539.61,,,23088,2533.61,25621.61,Additional funding may be available to offset international tuition differential,Yes,4,26073,451,26073,451,,,10 hours/week for 2 terms if holding a GTA,,45363,45405,0,1,2,1,"Tuition information not linked from program page. Individual terms are given in several sub-pages listing all programs, very difficult to scroll through to figure out what a graduate student would pay in a year. ""Effective fall 2023, any student who is not international (Canadian citizen, permanent resident, or protected person) or who does not qualify as an Ontario resident will be considered a Domestic Out of Province student. Note that this change will affect a subset of graduate programs and all undergraduate programs.""",https://uwaterloo.ca/finance/student-financial-services/tuition-fee-schedules,https://uwaterloo.ca/biology/sites/default/files/uploads/documents/bgs-handbook-2324-v2.pdf,,,2046,24552,,-25786.65,-50338.65,-31924.65,1226,437,492
,,,NSERC,Physics,Science,Department of Physics and Astronomy,MSc,https://uwaterloo.ca/physics-astronomy/,physicsgradoffice@uwaterloo.ca,"Sophie Gagnon, Graduate Studies Co-ordinator",FALSE,FALSE,6762,1753.89,8515.89,,,23088,2509.89,25597.89,,Yes,2,,21000,,21000,,,10 hours/week for 2 terms if holding a GTA,,45371,45405,0,1,3,1,"Stipend estimated value is after fees and tuition. Tuition information not linked from program page. Individual terms are given in several sub-pages listing all programs, very difficult to scroll through to figure out what a graduate student would pay in a year. ""Effective fall 2023, any student who is not international (Canadian citizen, permanent resident, or protected person) or who does not qualify as an Ontario resident will be considered a Domestic Out of Province student. Note that this change will affect a subset of graduate programs and all undergraduate programs.""",https://uwaterloo.ca/finance/student-financial-services/tuition-fee-schedules,https://uwaterloo.ca/physics-astronomy/graduate-studies/msc-programs,,,2046,24552,,-5238.04,-29790.04,-11376.04,1226,437,492
,,,,,,,PhD,https://uwaterloo.ca/physics-astronomy/,physicsgradoffice@uwaterloo.ca,"Sophie Gagnon, Graduate Studies Co-ordinator",FALSE,FALSE,6762,1753.89,8515.89,,,22188,2509.89,24697.89,,Yes,4,,21000,,21000,,,10 hours/week for 2 terms if holding a GTA,,45371,45405,0,1,3,1,"Stipend estimated value is after fees and tuition. Tuition information not linked from program page. Individual terms are given in several sub-pages listing all programs, very difficult to scroll through to figure out what a graduate student would pay in a year. ""Effective fall 2023, any student who is not international (Canadian citizen, permanent resident, or protected person) or who does not qualify as an Ontario resident will be considered a Domestic Out of Province student. Note that this change will affect a subset of graduate programs and all undergraduate programs.""",https://uwaterloo.ca/finance/student-financial-services/tuition-fee-schedules,https://uwaterloo.ca/physics-astronomy/graduate-studies/phd-programs,,,2046,24552,,-5238.04,-29790.04,-11376.04,1226,437,492
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilfrid Laurier,ON,Waterloo,NSERC,Biological Sciences - Ecology,Science,,MSc,https://wlu.ca/programs/science/graduate/integrative-biology-msc/index.html,integrativebiology@wlu.ca,,FALSE,FALSE,6788.76,1708.56,8497.32,,,21171.39,1708.56,22879.95,Legal dependants,Yes,,16480,7983,,-6400,,,Optional,,19-02-2024,,0,0.25,1,0,Website indicates that numbers might vary between programs but program page redirects to common weboage,https://www.wlu.ca/academics/faculties/graduate-and-postdoctoral-studies/tuition-and-funding/index.html?ref=graduate-and-postdoctoral-studies%2Ffunding-at-a-glance%2Findex.html,,22170,26238.04,2046,24552,Waterloo,-18255.36,-42807.36,-24393.36,421,127,114
,,,,,,,PhD,https://wlu.ca/programs/science/graduate/biological-and-chemical-sciences-phd/index.html,"bcs@wlu.ca, ghorsman@wlu.ca, mwilkie@wlu.ca",,FALSE,FALSE,6788.76,1708.56,8497.32,,,21171.39,1708.56,22879.95,Legal dependants,Yes,4,24000,15503,,1120,,,Optional,,19-02-2024,,0,0.25,1,0,Website indicates that numbers might vary between programs but program page redirects to common weboage,https://www.wlu.ca/academics/faculties/graduate-and-postdoctoral-studies/tuition-and-funding/index.html?ref=graduate-and-postdoctoral-studies%2Ffunding-at-a-glance%2Findex.html,,,,2046,24552,,-10735.36,-35287.36,-16873.36,421,127,114
,,,NSERC,Physics,Science,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2046,24552,,-26238.04,-50790.04,-32376.04,421,127,114
,,,,,,,PhD,No Program,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2046,24552,,-26238.04,-50790.04,-32376.04,421,127,114
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windsor,ON,Windsor,NSERC,Biological Sciences - Ecology,Science,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,22170,26238.04,1421,17052,"Windsor, Ont 233763 population large population",-26238.04,-43290.04,-30501.04,427,140,140
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1421,17052,,-26238.04,-43290.04,-30501.04,427,140,140
,,,NSERC,Physics,Science,Department of Physics,MSc,https://www.uwindsor.ca/science/physics/,,,FALSE,FALSE,7179.3,1597.08,8776.38,7538.25,,24165,2337.24,26502.24,,No,,,,,,,,,,,45400,,,,,They have only 'typical student stipends are' with no minimums noted.,,https://www.uwindsor.ca/science/physics/sites/uwindsor.ca.science.physics/files/2019-2020_physics_graduate_handbook_without_funding_packages.pdf,,,1421,17052,,-26238.04,-43290.04,-30501.04,427,140,140
,,,,,,,PhD,,,,FALSE,FALSE,7179.3,1597.08,8776.38,7179.3,,23685,2337.24,26022.24,,No,,,,,,,,,,,45400,,,,,,,,,,1421,17052,,-26238.04,-43290.04,-30501.04,427,140,140
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McGill,QC,Montreal,NSERC,Biological Sciences - Ecology,Science,Department of Biology,MSc,https://www.mcgill.ca/biology/graduate-studies/current-graduate-students-0/graduate-funding-0,,,FALSE,FALSE,2967.3,2416.53,5383.83,9261.6,,20319.9,3013.53,23333.43,Full,yes,2,,20498,,20498,,,180/yr,,45449,2024-2025,1,2,3,3,"Tuition will be reimbursed: ""You will receive a subsidy to cover the cost of tuition and fees which you must pay to the University each term. This subsidy is paid by your supervisor and/or by awards that you receive. International students may additionally receive a Differential Fee Waiver (DFW) from GPS or an international student tuition relief award from the Department to offset your higher tuition cost.""",,https://www.mcgill.ca/biology/graduate-0/current-graduate-students-0/graduate-funding-0,20753,24561.03,1763,21156,Montreal Q,-4063.03,-25219.03,-9352.03,1676,866,1822
,,,,,,,PhD,https://www.mcgill.ca/biology/graduate-studies/current-graduate-students-0/graduate-funding-0,,,FALSE,FALSE,2967.3,2416.53,5383.83,,,18239.7,3013.53,21253.23,Full,yes,45387,,22063,,22063,,,180/yr,,45449,2024-2025,1,2,3,3,AF: Updated with most recent numbers,,,,,1763,21156,,-2498.03,-23654.03,-7787.03,1676,866,1822
,,,NSERC,Physics,Science,Department of Physics,MSc,https://www.physics.mcgill.ca/grads/finance.html,Grad program coordinator,graduate.physics@mcgill.ca,FALSE,FALSE,2880.9,2330.62,5211.52,4495.95,,19728,2840,22568,,Yes,,25500,20288,42347,19779,27115,20288,,,45415,2023-2024,2,2,3,2,"TA total: 5945 (AF edit: This was done incorrectly. The page says that 2880.90 is the tuition after department subsidies, so it must be higher than that. I have/am revising this so that it's correct. It only impacts the OOP MSc and International MSc PhD tuitions. They have equalized the tuitions so all students, regardless of origin, pay same amount)",,,,,1763,21156,,-4272.55,-25428.55,-9561.55,1676,866,1822
,,,,,,,PhD,https://www.physics.mcgill.ca/grads/finance.html,grad program director (Nikolaos Provatas),nikolaos.provatas@mcgill.ca,FALSE,FALSE,2880.9,2330.62,5211.52,,,17708.4,2840,20548.4,,Yes,,25500,20288,40328,19779,25500,23169,,,45415,2023-2024,2,2,3,2,,,,,,1763,21156,,-4272.55,-25428.55,-9561.55,1676,866,1822
,,,SSHRC,Political Science,Social Science / Arts / Humanties,Political Science ,MA,,,,FALSE,FALSE,,,0,,,,,0,,20000,,20000,20000,,,,,,,,,,,,,funding is not guaranteed for MA students,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,for five years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,School of Biomedical Sciences,MSc,"https://www.mcgill.ca/biochemistry/students/graduate-studies/prospective-students/masterdoctoral-program#:~:text=Masters%20students%20receive%20a%20minimum,annually%3B%20doctoral%20students%20receive%20%2422%2C000.",,,FALSE,FALSE,,,0,,,,,0,,20000,,,21183,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,"https://www.mcgill.ca/biochemistry/students/graduate-studies/prospective-students/masterdoctoral-program#:~:text=Masters%20students%20receive%20a%20minimum,annually%3B%20doctoral%20students%20receive%20%2422%2C000.",,,FALSE,FALSE,,,0,,,,,0,,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,Civil Engineering,MEng,https://www.mcgill.ca/civil/grad/financial,,,FALSE,FALSE,,,0,,,,,0,,"$17,300 or $17,500",,19876,,,,,,1688,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,https://www.mcgill.ca/civil/grad/financial,,,FALSE,FALSE,,,0,,,,,0,,"$21,000 or $35,000",,22376,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UdeM,QC,Montreal,NSERC,Biological Sciences - Ecology,Science,Department of Biological Science,MSc,https://bio.umontreal.ca/english/student-resources/financial-support/#c83414,,,FALSE,FALSE,4450.95,1902.27,6353.22,13892.4,,30479.85,1902.27,32382.12,,Yes,?,13000,6646.78,13000,-19382.12,13000,-2794.67,,,45449,2024,1,1.5,3,1,"No statement about how long tuition is guarenteed, TA hours, etc",https://esp.umontreal.ca/english/what-you-need-to-know/admission/tuition-fees/,https://esp.umontreal.ca/english/what-you-need-to-know/admission/tuition-fees/,20753,24561.03,1763,21156,,-17914.25,-39070.25,-23203.25,1277,662,442
,,,,,,,PhD,https://bio.umontreal.ca/english/student-resources/financial-support/#c83414,,,FALSE,FALSE,4450.95,1902.27,6353.22,,,27359.55,1902.27,29261.82,,Yes,?,15000,8646.78,15000,-14261.82,,,,,45449,2024,1,1.5,3,1,,https://esp.umontreal.ca/english/what-you-need-to-know/admission/tuition-fees/,https://esp.umontreal.ca/english/what-you-need-to-know/admission/tuition-fees/,,,1763,21156,,-15914.25,-37070.25,-21203.25,1277,662,442
,,,NSERC,Physics,Science,Department of Physics,MSc,https://phys.umontreal.ca/english/home/,,physique@umontreal.ca,FALSE,FALSE,4450.95,1902.27,6353.22,13892.4,,30479.85,1902.27,32382.12,,Yes,?,17550,11197,17550,-14832,17550,1755,,,45449,2024-2025,1,1.5,3,0,"No statement about how long tuition is guarenteed, TA hours, etc",https://esp.umontreal.ca/english/what-you-need-to-know/admission/tuition-fees/,https://phys.umontreal.ca/english/student-resources/financial-support/,,,1763,21156,,-13364.25,-34520.25,-18653.25,1277,662,442
,,,,,,,PhD,https://phys.umontreal.ca/english/home/,,,FALSE,FALSE,4450.95,1902.27,6353.22,,,27359.55,1902.27,29261.82,,Yes,?,20100,13747,20100,-9162,,,,,45449,2024-2025,1,1.5,3,0,,https://esp.umontreal.ca/english/what-you-need-to-know/admission/tuition-fees/,https://phys.umontreal.ca/english/student-resources/financial-support/,,,1763,21156,,-10814.25,-31970.25,-16103.25,1277,662,442
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia,QC,Montreal,NSERC,Biological Sciences - Ecology,Science,Department of Biology ,MSc,https://www.concordia.ca/artsci/biology/programs/graduate/phd-biology.html,,,FALSE,FALSE,7350,,7350,16800,,,,0,,Yes,2,15000,,,,,,,,45449,,,,3,0,,,https://www.concordia.ca/content/dam/artsci/biology/docs/BIOLGradprogramguiderevised2024_inprogressMICHELLEApril2024_Changes_Accepted.pdf,20753,24561.03,1763,21156,Montreal,-24561.03,-45717.03,-29850.03,799,320,143
,,,,,,,PhD,,,,FALSE,FALSE,5200,,5200,5200,,,,0,,Yes,3,15000,,,,,,,,45449,,,,3,0,,,https://www.concordia.ca/content/dam/artsci/biology/docs/BIOLGradprogramguiderevised2024_inprogressMICHELLEApril2024_Changes_Accepted.pdf,,,1763,21156,,-24561.03,-45717.03,-29850.03,799,320,143
,,,NSERC,Physics,Science,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,10000,,,,,,,,,,,,,,,,,,,,,1763,21156,,-24561.03,-45717.03,-29850.03,799,320,143
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,14000,,,,,,,,,,,,,,,,,,,,,1763,21156,,-24561.03,-45717.03,-29850.03,799,320,143
